Date,Time Start,Time End,Polygon-Location,Species,Count,Behavior,Notes,Observers,Longitude,Latitude
2/23/2015,9:35,9:49,Dune Pond,CALT,1,,,"MH, CS, AO",-119.8821477,34.41312011
2/23/2015,9:35,9:49,Dune Pond,CANG,1,FO,,"MH, CS, AO",-119.8817036,34.41340168
2/23/2015,9:35,9:49,Dune Pond,HOFI,1,,,"MH, CS, AO",-119.8823658,34.41317563
2/23/2015,9:35,9:49,Dune Pond,HOFI,1,,,"MH, CS, AO",-119.8823103,34.41322718
2/23/2015,9:35,9:49,Dune Pond,HOFI,1,,,"MH, CS, AO",-119.8822865,34.41313201
2/23/2015,9:35,9:49,Dune Pond,HOFI,1,,,"MH, CS, AO",-119.8822667,34.41319546
2/23/2015,9:35,9:49,Dune Pond,HOFI,1,,,"MH, CS, AO",-119.8823579,34.41313201
2/23/2015,9:35,9:49,Dune Pond,HOFI,1,,,"MH, CS, AO",-119.8823183,34.41318356
2/23/2015,9:35,9:49,Dune Pond,HOWR,1,,,"MH, CS, AO",-119.8826117,34.41334219
2/23/2015,9:35,9:49,Dune Pond,LESA,1,FO,,"MH, CS, AO",-119.8816361,34.41349289
2/23/2015,9:35,9:49,Dune Pond,MALL,1,PR,,"MH, CS, AO",-119.8817274,34.41379429
2/23/2015,9:35,9:49,Dune Pond,MALL,1,PR,,"MH, CS, AO",-119.8817155,34.41373084
2/23/2015,9:35,9:49,Dune Pond,NOFL,1,,,"MH, CS, AO",-119.8827228,34.41378636
2/23/2015,9:35,9:49,Dune Pond,SOSP,1,S,,"MH, CS, AO",-119.8827148,34.41345323
2/23/2015,9:35,9:49,Dune Pond,SOSP,1,S,,"MH, CS, AO",-119.882695,34.41350479
2/23/2015,9:35,9:49,Dune Pond,TUVU,1,FO,,"MH, CS, AO",-119.8818186,34.41334219
2/23/2015,11:00,11:30,Oak Restoration,ANHU,1,,oaks are 3-6 ft tall,"MH, CS, AO",-119.8794393,34.41724348
2/23/2015,11:00,11:30,Oak Restoration,ANHU,1,,oaks are 3-6 ft tall,"MH, CS, AO",-119.8807877,34.41608785
2/23/2015,11:00,11:30,Oak Restoration,BUTI,1,,,"MH, CS, AO",-119.8812675,34.41692622
2/23/2015,11:00,11:30,Oak Restoration,CALT,1,,oaks are 3-6 ft tall,"MH, CS, AO",-119.8805973,34.41602043
2/23/2015,11:00,11:30,Oak Restoration,CALT,1,,oaks are 3-6 ft tall,"MH, CS, AO",-119.8807559,34.41652409
2/23/2015,11:00,11:30,Oak Restoration,LEGO,1,,oaks are 3-6 ft tall,"MH, CS, AO",-119.8807203,34.4161751
2/23/2015,11:00,11:30,Oak Restoration,LEGO,1,,oaks are 3-6 ft tall,"MH, CS, AO",-119.8806925,34.41641304
2/23/2015,11:00,11:30,Oak Restoration,MODO,1,,,"MH, CS, AO",-119.8812398,34.41654947
2/23/2015,11:00,11:30,Oak Restoration,MODO,1,,,"MH, CS, AO",-119.8812437,34.41660499
2/23/2015,11:00,11:30,Oak Restoration,SOSP,1,,oaks are 3-6 ft tall,"MH, CS, AO",-119.880633,34.4161751
2/23/2015,11:00,11:30,Oak Restoration,SOSP,1,,oaks are 3-6 ft tall,"MH, CS, AO",-119.8801175,34.41672634
2/23/2015,11:00,11:30,Oak Restoration,SOSP,1,,oaks are 3-6 ft tall,"MH, CS, AO",-119.880867,34.41650822
2/23/2015,11:00,11:30,Oak Restoration,WREN,1,,oaks are 3-6 ft tall,"MH, CS, AO",-119.8807123,34.41605613
2/23/2015,11:00,11:30,Oak Restoration,YRWA,1,,,"MH, CS, AO",-119.881323,34.41732279
2/23/2015,11:00,11:30,Oak Restoration,YRWA,1,,,"MH, CS, AO",-119.881323,34.41732279
2/23/2015,11:00,11:30,Oak Restoration,YRWA,1,,,"MH, CS, AO",-119.8813984,34.41728313
2/23/2015,11:00,11:30,Oak Restoration,YRWA,1,,,"MH, CS, AO",-119.8813587,34.41724744
2/23/2015,11:00,11:30,Oak Restoration,YRWA,1,,,"MH, CS, AO",-119.8813191,34.41727124
2/23/2015,11:00,11:30,Oak Restoration,YRWA,1,,,"MH, CS, AO",-119.881323,34.41732279
2/23/2015,11:00,11:30,Oak Restoration,YRWA,1,,,"MH, CS, AO",-119.8813746,34.41732676
2/23/2015,11:00,11:30,Oak Restoration,YRWA,1,,,"MH, CS, AO",-119.8813984,34.41728313
2/23/2015,11:00,11:30,Oak Restoration,YRWA,1,,,"MH, CS, AO",-119.8813587,34.41724744
2/23/2015,11:00,11:30,Oak Restoration,YRWA,1,,,"MH, CS, AO",-119.8813151,34.4171483
2/23/2015,11:00,11:30,Oak Restoration,YRWA,1,,,"MH, CS, AO",-119.8813746,34.41732676
2/23/2015,11:00,11:30,Oak Restoration,YRWA,1,,,"MH, CS, AO",-119.881323,34.41732279
2/23/2015,11:00,11:30,Oak Restoration,YRWA,1,,,"MH, CS, AO",-119.8813191,34.41727124
2/23/2015,11:00,11:30,Oak Restoration,YRWA,1,,,"MH, CS, AO",-119.8813746,34.41732676
2/23/2015,11:00,11:30,Oak Restoration,YRWA,1,,,"MH, CS, AO",-119.8813508,34.41737435
2/23/2015,11:00,11:30,Oak Restoration,YRWA,1,,,"MH, CS, AO",-119.881323,34.41732279
2/23/2015,11:00,11:30,Oak Restoration,YRWA,1,,,"MH, CS, AO",-119.8813746,34.41732676
2/23/2015,11:00,11:30,Oak Restoration,YRWA,1,,,"MH, CS, AO",-119.8813587,34.41724744
2/23/2015,11:00,11:30,Oak Restoration,YRWA,1,,,"MH, CS, AO",-119.8813191,34.41727124
2/23/2015,11:00,11:30,Oak Restoration,YRWA,1,,,"MH, CS, AO",-119.881323,34.41732279
2/23/2015,11:00,11:30,Oak Restoration,YRWA,1,,,"MH, CS, AO",-119.8813746,34.41732676
2/23/2015,11:00,11:30,Oak Restoration,YRWA,1,,,"MH, CS, AO",-119.8813984,34.41728313
2/23/2015,11:00,11:30,Oak Restoration,YRWA,1,,,"MH, CS, AO",-119.8813191,34.41727124
2/23/2015,11:00,11:30,Oak Restoration,YRWA,1,,,"MH, CS, AO",-119.8813191,34.41727124
2/23/2015,9:00,9:30,Slough Mouth,BBPL,1,,,"MH, CS, AO",-119.8816792,34.41065402
2/23/2015,9:00,9:30,Slough Mouth,BBPL,1,,,"MH, CS, AO",-119.8816792,34.41065402
2/23/2015,9:00,9:30,Slough Mouth,BBPL,1,,,"MH, CS, AO",-119.8816792,34.41065402
2/23/2015,9:00,9:30,Slough Mouth,BBPL,1,,,"MH, CS, AO",-119.8816792,34.41065402
2/23/2015,9:00,9:30,Slough Mouth,BBPL,1,,,"MH, CS, AO",-119.8816792,34.41065402
2/23/2015,9:00,9:30,Slough Mouth,BBPL,1,,,"MH, CS, AO",-119.8816792,34.41065402
2/23/2015,9:00,9:30,Slough Mouth,BBPL,1,,,"MH, CS, AO",-119.8816792,34.41065402
2/23/2015,9:00,9:30,Slough Mouth,BBPL,1,,,"MH, CS, AO",-119.8816792,34.41065402
2/23/2015,9:00,9:30,Slough Mouth,BBPL,1,,,"MH, CS, AO",-119.8816792,34.41065402
2/23/2015,9:00,9:30,Slough Mouth,LESA,1,,,"MH, CS, AO",-119.881469,34.41086817
2/23/2015,9:00,9:30,Slough Mouth,MAGO,1,,,"MH, CS, AO",-119.8809733,34.41074523
2/23/2015,9:00,9:30,Slough Mouth,MAGO,1,,,"MH, CS, AO",-119.8809733,34.41074523
2/23/2015,9:00,9:30,Slough Mouth,MAGO,1,,,"MH, CS, AO",-119.8809733,34.41074523
2/23/2015,9:00,9:30,Slough Mouth,MAGO,1,,,"MH, CS, AO",-119.8809733,34.41074523
2/23/2015,9:00,9:30,Slough Mouth,MAGO,1,,,"MH, CS, AO",-119.8809733,34.41074523
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.882044,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.882044,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.882044,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.882044,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.882044,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.882044,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.8818537,34.41042401
2/23/2015,9:00,9:30,Slough Mouth,SNPL,1,,,"MH, CS, AO",-119.882044,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
2/23/2015,9:00,9:30,Slough Mouth,WILL,1,,,"MH, CS, AO",-119.881005,34.4106104
